date,confirm
2022-07-11,10968
2022-07-12,10663
2022-07-13,14067
2022-07-14,11602
2022-07-15,10957
2022-07-16,9885
2022-07-17,9861
2022-07-18,14479
2022-07-19,15395
2022-07-20,16045
2022-07-21,15920
2022-07-22,14131
2022-07-23,12085
2022-07-24,10986
2022-07-25,14814
2022-07-26,15975
2022-07-27,15547
2022-07-28,14216
2022-07-29,12884
2022-07-30,10186
2022-07-31,9749
2022-08-01,13299
2022-08-02,14778
2022-08-03,13593
2022-08-04,12695
2022-08-05,11530
2022-08-06,8899
2022-08-07,7909
2022-08-08,10809
2022-08-09,10900
2022-08-10,10106
2022-08-11,9351
2022-08-12,7842
2022-08-13,6270
2022-08-14,5673
2022-08-15,7574
2022-08-16,8199
2022-08-17,7618
2022-08-18,6465
2022-08-19,5777
2022-08-20,3972
2022-08-21,5234
2022-08-22,6077
2022-08-23,6325
2022-08-24,5910
2022-08-25,5071
2022-08-26,4656
2022-08-27,3771
2022-08-28,3355
2022-08-29,4843
2022-08-30,5201
2022-08-31,4437
2022-09-01,3969
2022-09-02,3409
2022-09-03,2598
2022-09-04,2378
2022-09-05,3417
2022-09-06,3478
2022-09-07,3120
2022-09-08,2923
2022-09-09,2553
2022-09-10,2013
2022-09-11,1843
2022-09-12,2650
2022-09-13,2752
2022-09-14,2598
2022-09-15,2539
2022-09-16,2062
2022-09-17,1691
2022-09-18,1540
2022-09-19,2351
2022-09-20,2236
2022-09-21,2163
2022-09-22,1788
2022-09-23,1737
2022-09-24,1575
2022-09-25,1382
2022-09-26,2025
2022-09-27,2082
2022-09-28,1954
2022-09-29,1684
2022-09-30,1748
2022-10-01,1316
2022-10-02,1012
2022-10-03,1120
2022-10-04,1670
2022-10-05,1961
2022-10-06,1819
2022-10-07,1543
2022-10-08,1370
2022-10-09,1567
2022-10-10,1806
2022-10-11,1836
2022-10-12,1890
2022-10-13,1743
2022-10-14,1485
2022-10-15,557
2022-10-16,449
2022-10-17,2208
2022-10-18,1458
2022-10-19,934
2022-10-20,1463
2022-10-21,958
2022-10-22,1556
2022-10-23,998
2022-10-24,1499
2022-10-25,1604
2022-10-26,1579
2022-10-27,1509
2022-10-28,1437
2022-10-29,1322
2022-10-30,1190
2022-10-31,1753
2022-11-01,2113
2022-11-02,2220
2022-11-03,2258
2022-11-04,2139
2022-11-05,2036
2022-11-06,1983
2022-11-07,2824
2022-11-08,3768
2022-11-09,3552
2022-11-10,3388
2022-11-11,3460
2022-11-12,3266
2022-11-13,3072
2022-11-14,3884
2022-11-15,4637
2022-11-16,4803
2022-11-17,4202
2022-11-18,3933
2022-11-19,3486
2022-11-20,3421
2022-11-21,4626
2022-11-22,5491
2022-11-23,5456
2022-11-24,5105
2022-11-25,4844
2022-11-26,4232
2022-11-27,3936
2022-11-28,5407
2022-11-29,6897
2022-11-30,6333
2022-12-01,5809
2022-12-02,5230
2022-12-03,4233
2022-12-04,4082
2022-12-05,5891
2022-12-06,7239
2022-12-07,6855
2022-12-08,6315
2022-12-09,4387
2022-12-10,5664
2022-12-11,4221
2022-12-12,5869
2022-12-13,7517
2022-12-14,6509
2022-12-15,5822
2022-12-16,5408
2022-12-17,4447
2022-12-18,4203
2022-12-19,5394
2022-12-20,6673
2022-12-21,6357
2022-12-22,5516
2022-12-23,5488
2022-12-24,4434
2022-12-25,2911
2022-12-26,2320
2022-12-27,3309
2022-12-28,3967
2022-12-29,4347
2022-12-30,3685
2022-12-31,2912
2023-01-01,1892
2023-01-02,1837
2023-01-03,2943
2023-01-04,2959
2023-01-05,2805
2023-01-06,2217
2023-01-07,1856
2023-01-08,1584
2023-01-09,1922
2023-01-10,2215
2023-01-11,1803
2023-01-12,1703
2023-01-13,1301
2023-01-14,1280
2023-01-15,1059
2023-01-16,1418
2023-01-17,1439
2023-01-18,1179
2023-01-19,976
2023-01-20,855
2023-01-21,831
2023-01-22,735
2023-01-23,1104
2023-01-24,1950
2023-01-25,1133
2023-01-26,938
2023-01-27,890
2023-01-28,879
2023-01-29,770
2023-01-30,1023
2023-01-31,1075
2023-02-01,978
2023-02-02,850
2023-02-03,701
2023-02-04,681
2023-02-05,844
2023-02-06,1023
2023-02-07,993
2023-02-08,980
2023-02-09,895
2023-02-10,729
2023-02-11,671
2023-02-12,622
2023-02-13,961
2023-02-14,1015
2023-02-15,807
2023-02-16,907
2023-02-17,922
2023-02-18,788
2023-02-19,547
2023-02-20,1339
2023-02-21,1035
2023-02-22,975
2023-02-23,898
2023-02-24,965
2023-02-25,239
2023-02-26,197
2023-02-27,2021
2023-02-28,1280
2023-03-01,1139
2023-03-02,1130
2023-03-03,946
2023-03-04,267
2023-03-05,204
2023-03-06,2178
2023-03-07,1615
2023-03-08,1326
2023-03-09,1208
2023-03-10,1298
2023-03-11,302
2023-03-12,195
2023-03-13,2938
2023-03-14,1464
2023-03-15,1363
2023-03-16,1139
2023-03-17,1155
2023-03-18,232
2023-03-19,262
2023-03-20,2584
2023-03-21,1472
2023-03-22,1370
2023-03-23,1398
2023-03-24,1252
2023-03-25,328
2023-03-26,271
2023-03-27,3072
2023-03-28,1570
2023-03-29,1497
2023-03-30,1445
2023-03-31,1291
2023-04-01,386
2023-04-02,268
2023-04-03,2939
2023-04-04,1680
2023-04-05,1645
2023-04-06,1463
2023-04-07,345
2023-04-08,298
2023-04-09,283
2023-04-10,269
2023-04-11,4507
2023-04-12,2034
2023-04-13,1830
2023-04-14,1720
2023-04-15,587
2023-04-16,422
2023-04-17,3532
2023-04-18,2035
2023-04-19,2009
2023-04-20,1784
2023-04-21,1706
2023-04-22,543
2023-04-23,406
2023-04-24,3300
2023-04-25,681
2023-04-26,2993
2023-04-27,2050
2023-04-28,1804
2023-04-29,537
2023-04-30,466
2023-05-01,3501
2023-05-02,2041
2023-05-03,1937
2023-05-04,1833
2023-05-05,1640
2023-05-06,537
2023-05-07,357
2023-05-08,3692
2023-05-09,2271
2023-05-10,2208
2023-05-11,2221
2023-05-12,2132
2023-05-13,566
2023-05-14,348
2023-05-15,4537
2023-05-16,2598
2023-05-17,2304
2023-05-18,2070
2023-05-19,1992
2023-05-20,547
2023-05-21,326
2023-05-22,4480
2023-05-23,2596
2023-05-24,2273
2023-05-25,2056
2023-05-26,1926
2023-05-27,479
2023-05-28,284
2023-05-29,3967
2023-05-30,2236
2023-05-31,2119
2023-06-01,1736
